iso_code,year,expenditure_pc_gdp
ITA,1992,5.735
ITA,1993,5.55
ITA,1994,5.276
ITA,1995,4.88
ITA,1996,4.952
ITA,1997,5.135
ITA,1998,5.117
ITA,1999,5.191
ITA,2000,5.496
ITA,2001,5.774
ITA,2002,5.897
ITA,2003,5.901
ITA,2004,6.226
ITA,2005,6.462
ITA,2006,6.56
ITA,2007,6.305
ITA,2008,6.628
ITA,2009,7.01
ITA,2010,6.995
ITA,2011,6.757
ITA,2012,6.665
ITA,2013,6.648
ITA,2014,6.689
ITA,2015,6.593
ITA,2016,6.492
ITA,2017,6.399
ITA,2018,6.413
ITA,2019,6.384
ITA,2020,7.329
ITA,2021,7.145
JPN,1880,0.03
JPN,1890,0.07
JPN,1900,0.1
JPN,1910,0.1
JPN,1920,0.1
JPN,1930,0.12
JPN,1960,1.733160377
JPN,1961,1.982122642
JPN,1962,2.097028302
JPN,1963,2.250235849
JPN,1964,2.365141509
JPN,1965,2.623679245
JPN,1966,2.623679245
JPN,1967,2.700283019
JPN,1968,2.700283019
JPN,1969,2.65240566
JPN,1970,3.045
JPN,1971,2.941
JPN,1972,3.099
JPN,1973,3.069
JPN,1974,3.629
JPN,1975,3.899
JPN,1976,4.066
JPN,1977,4.039
JPN,1978,4.362
JPN,1979,4.352
JPN,1980,4.454
JPN,1981,4.495
JPN,1982,4.599
JPN,1983,4.766
JPN,1984,4.64
JPN,1985,4.584
JPN,1986,4.645
JPN,1987,4.705
JPN,1988,4.59
JPN,1989,4.518
JPN,1990,4.467
JPN,1991,4.523
JPN,1992,4.708
JPN,1993,5.014
JPN,1994,5.081
JPN,1995,5.046
JPN,1996,4.915
JPN,1997,5.08
JPN,1998,5.214
JPN,1999,5.496
JPN,2000,5.658
JPN,2001,5.861
JPN,2002,5.937
JPN,2003,5.987
JPN,2004,6.049
JPN,2005,6.216
JPN,2006,6.174
JPN,2007,6.321
JPN,2008,6.566
JPN,2009,7.283
JPN,2010,7.425
JPN,2011,8.783
JPN,2012,8.957
JPN,2013,8.994
JPN,2014,9.025
JPN,2015,9.039
JPN,2016,8.957
JPN,2017,8.974
JPN,2018,9.002
JPN,2019,9.201
JPN,2020,9.28
LVA,2000,2.758
LVA,2001,2.812
LVA,2002,2.857
LVA,2003,2.73
LVA,2004,3.484
LVA,2005,3.249
LVA,2006,3.51
LVA,2007,3.355
LVA,2008,3.369
LVA,2009,3.637
LVA,2010,3.67
LVA,2011,3.635
LVA,2012,3.265
LVA,2013,3.246
LVA,2014,3.26
LVA,2015,3.315
LVA,2016,3.426
LVA,2017,3.42
LVA,2018,3.706
LVA,2019,3.972
LVA,2020,4.737
LTU,2000,4.247
LTU,2001,4.304
LTU,2002,4.543
LTU,2003,4.663
LTU,2004,3.668
LTU,2005,3.768
LTU,2006,3.951
LTU,2007,4.098
LTU,2008,4.484
LTU,2009,5.337
LTU,2010,4.887
LTU,2011,4.606
LTU,2012,4.225
LTU,2013,4.058
LTU,2014,4.184
LTU,2015,4.358
LTU,2016,4.42
LTU,2017,4.275
LTU,2018,4.387
LTU,2019,4.646
LTU,2020,5.287
LTU,2021,5.507
LUX,1975,3.63992
LUX,1976,3.682
LUX,1977,3.988
LUX,1978,4.243
LUX,1979,4.341
LUX,1980,4.433
LUX,1981,4.551
LUX,1982,4.438
LUX,1983,4.163
LUX,1984,4.079
LUX,1985,4.139
LUX,1986,4.132
LUX,1987,4.691
LUX,1988,4.879
LUX,1989,4.751
LUX,1990,4.941
LUX,1991,4.735
LUX,1992,4.961
LUX,1993,5.028
LUX,1994,4.837
LUX,1995,5.101
LUX,1996,5.166
LUX,1997,4.896
LUX,1998,5.03
LUX,1999,5.038
LUX,2000,4.857
LUX,2001,5.28
LUX,2002,5.614
LUX,2003,5.77
LUX,2004,6.067
LUX,2005,5.927
LUX,2006,5.495
LUX,2007,5.184
LUX,2008,5.441
LUX,2009,5.959
LUX,2010,5.657
LUX,2011,4.95
LUX,2012,4.386
LUX,2013,4.35
LUX,2014,4.366
LUX,2015,4.251
LUX,2016,4.24
LUX,2017,4.311
LUX,2018,4.421
LUX,2019,4.603
LUX,2020,4.952
MLT,2003,5.509
MLT,2004,5.604
MLT,2005,5.986
MLT,2006,6.027
MLT,2007,5.451
MLT,2008,5.092
MLT,2009,5.144
MLT,2010,5.129
MLT,2011,5.447
MLT,2012,5.496
MLT,2013,5.739
MLT,2014,5.571
MLT,2015,5.389
MLT,2016,5.651
MLT,2017,5.572
MLT,2018,5.437
MLT,2019,5.473
MEX,1999,2.058
MEX,2000,2.012
MEX,2001,2.109
MEX,2002,2.165
MEX,2003,2.414
MEX,2004,2.587
MEX,2005,2.465
MEX,2006,2.422
MEX,2007,2.527
MEX,2008,2.617
MEX,2009,2.861
MEX,2010,2.881
MEX,2011,2.914
MEX,2012,3.007
MEX,2013,3.123
MEX,2014,2.892
MEX,2015,2.987
MEX,2016,2.848
MEX,2017,2.758
MEX,2018,2.672
MEX,2019,2.678
MEX,2020,3.302
MNE,2011,4.858
MNE,2012,5.304
MNE,2013,4.897
MNE,2014,4.858
MNE,2015,5.602
MNE,2016,5.31
MNE,2017,4.591
MNE,2018,5.007
MNE,2019,5.086
NLD,1880,0
NLD,1890,0
NLD,1900,0
NLD,1910,0
NLD,1920,0
NLD,1930,0
NLD,1960,1.054597458
NLD,1961,1.354752119
NLD,1962,1.703580508
NLD,1963,2.13353178
NLD,1964,2.222766949
NLD,1965,2.441798729
NLD,1966,2.750065678
NLD,1967,3.074557203
NLD,1968,3.358487288
NLD,1969,3.715427966
NLD,1970,4.08859322
NLD,1971,3.975021186
NLD,1972,3.829
NLD,1973,3.913
NLD,1974,4.01
NLD,1975,4.447
NLD,1976,4.414
NLD,1977,4.527
NLD,1978,4.615
NLD,1979,4.676
NLD,1980,4.768
NLD,1981,4.863
NLD,1982,5.073
NLD,1983,5.029
NLD,1984,4.833
NLD,1985,4.794
NLD,1986,4.687
NLD,1987,4.798
NLD,1988,4.707
NLD,1989,4.917
NLD,1990,4.978
NLD,1991,5.219
NLD,1992,5.632
NLD,1993,5.78
NLD,1994,5.624
NLD,1995,5.48
NLD,1996,5.042
NLD,1997,4.999
NLD,1998,5.398
NLD,1999,5.364
NLD,2000,5.321
NLD,2001,5.612
NLD,2002,6.053
NLD,2003,6.354
NLD,2004,6.25
NLD,2005,6.224
NLD,2006,7.605
NLD,2007,7.611
NLD,2008,7.669
NLD,2009,8.312
NLD,2010,8.467
NLD,2011,8.459
NLD,2012,8.654
NLD,2013,8.588
NLD,2014,8.568
NLD,2015,8.402
NLD,2016,8.358
NLD,2017,8.257
NLD,2018,8.238
NLD,2019,8.392
NLD,2020,9.472
NZL,1880,0.17
NZL,1890,0.39
NZL,1900,0.51
NZL,1910,0.72
NZL,1920,1.07
NZL,1930,1.13
NZL,1960,3.387767221
NZL,1961,3.561995249
NZL,1962,3.561995249
NZL,1963,3.48456057
NZL,1964,3.494239905
NZL,1965,3.581353919
NZL,1966,3.774940618
NZL,1967,3.774940618
NZL,1968,3.803978622
NZL,1969,3.813657957
NZL,1970,4.075
NZL,1971,3.822
NZL,1972,3.976
NZL,1973,3.967
NZL,1974,4.431
NZL,1975,4.812
NZL,1976,4.533
NZL,1977,4.833
NZL,1978,5.206
NZL,1979,5.301
NZL,1980,5.05
NZL,1981,5.387
NZL,1982,5.108
NZL,1983,5.007
NZL,1984,4.673
NZL,1985,4.294
NZL,1986,4.347
NZL,1987,4.859
NZL,1988,5.248
NZL,1989,5.386
NZL,1990,5.495
NZL,1991,5.84
NZL,1992,5.713
NZL,1993,5.307
NZL,1994,5.375
NZL,1995,5.362
NZL,1996,5.284
NZL,1997,5.486
NZL,1998,5.788
NZL,1999,5.732
NZL,2000,5.828
NZL,2001,5.792
NZL,2002,6.154
NZL,2003,6.049
NZL,2004,6.292
NZL,2005,6.592
NZL,2006,6.917
NZL,2007,6.863
NZL,2008,7.377
NZL,2009,7.799
NZL,2010,7.787
NZL,2011,7.7
NZL,2012,7.769
NZL,2013,7.493
NZL,2014,7.48
NZL,2015,7.333
NZL,2016,7.271
NZL,2017,7.047
NZL,2018,7.158
NZL,2019,7.206
NZL,2020,7.785
MKD,2010,4.161
MKD,2011,4.147
MKD,2012,4.268
MKD,2013,4.451
MKD,2014,4.083
MKD,2015,4.163
MKD,2016,4.119
MKD,2017,3.776
MKD,2018,3.768
MKD,2019,4.267
NOR,1880,0.22
NOR,1890,0.11
NOR,1900,0.28
NOR,1910,0.27
NOR,1920,0.31
NOR,1930,0.64
NOR,1960,2.029684096
NOR,1961,2.148148148
NOR,1962,2.298202614
NOR,1963,2.448257081
NOR,1964,2.527233115
NOR,1965,2.519335512
NOR,1966,2.819444444
NOR,1967,2.906318083
NOR,1968,3.016884532
NOR,1969,3.245915033
NOR,1970,3.625
NOR,1971,3.79
NOR,1972,4.397
NOR,1973,4.5
NOR,1974,4.513
NOR,1975,4.975
NOR,1976,5.168
NOR,1977,5.442
NOR,1978,5.604
NOR,1979,5.282
NOR,1980,5.312
NOR,1981,5.346
NOR,1982,5.469
NOR,1983,5.627
NOR,1984,5.327
NOR,1985,5.275
NOR,1986,5.691
NOR,1987,5.992
NOR,1988,5.888
NOR,1989,5.632
NOR,1990,5.858
NOR,1991,6.174
NOR,1992,6.342
NOR,1993,6.225
NOR,1994,6.155
NOR,1995,6.098
NOR,1996,6.018
NOR,1997,6.244
NOR,1998,6.855
NOR,1999,6.882
NOR,2000,6.299
NOR,2001,6.642
NOR,2002,7.46
NOR,2003,7.664
NOR,2004,7.323
NOR,2005,6.917
NOR,2006,6.595
NOR,2007,6.739
NOR,2008,6.698
NOR,2009,7.662
NOR,2010,7.541
NOR,2011,7.42
NOR,2012,7.44
NOR,2013,7.592
NOR,2014,7.97
NOR,2015,8.664
NOR,2016,9.043
NOR,2017,8.781
NOR,2018,8.591
NOR,2019,9.042
NOR,2020,9.75
NOR,2021,8.625
PER,2000,2.342
PER,2001,2.496
PER,2002,2.537
PER,2003,2.404
PER,2004,2.354
PER,2005,2.62
PER,2006,2.228
PER,2007,2.155
PER,2008,2.171
PER,2009,2.556
PER,2010,2.459
PER,2011,2.32
PER,2012,2.496
PER,2013,2.667
PER,2014,2.967
PER,2015,3.033
PER,2016,3.067
PER,2017,3.058
PER,2018,3.197
PER,2019,3.281
POL,1990,3.936
POL,1991,4.175
POL,1992,4.259
POL,1993,3.925
POL,1994,3.628
POL,1995,3.615
POL,1996,3.865
POL,1997,3.524
POL,1998,3.457
POL,1999,3.822
POL,2000,3.642
POL,2001,4.025
POL,2002,4.274
POL,2003,4.117
POL,2004,3.975
POL,2005,3.988
POL,2006,4.018
POL,2007,4.116
POL,2008,4.569
POL,2009,4.72
POL,2010,4.596
POL,2011,4.423
POL,2012,4.359
POL,2013,4.533
POL,2014,4.437
POL,2015,4.46
POL,2016,4.53
POL,2017,4.545
POL,2018,4.524
POL,2019,4.627
POL,2020,4.692
POL,2021,4.785
PRT,1960,0.6311397849
PRT,1961,0.6517204301
PRT,1962,0.6585806452
PRT,1963,0.8095053763
PRT,1964,0.6585806452
PRT,1965,0.8300860215
PRT,1966,0.891827957
PRT,1967,0.9124086022
PRT,1968,1.166236559
PRT,1969,1.351462366
PRT,1970,1.276
PRT,1971,1.419
PRT,1972,1.739
PRT,1973,1.902
PRT,1974,2.128
PRT,1975,2.72
PRT,1976,2.974
PRT,1977,2.801
PRT,1978,2.749
PRT,1979,2.764
PRT,1980,2.989
PRT,1981,3.098
PRT,1982,2.741
PRT,1983,2.42
PRT,1984,2.454
PRT,1985,2.874
PRT,1986,3.053
PRT,1987,2.917
PRT,1988,3.185
PRT,1989,2.903
PRT,1990,3.581
PRT,1991,3.75
PRT,1992,3.627
PRT,1993,4.008
PRT,1994,3.992
PRT,1995,4.426
PRT,1996,4.776
PRT,1997,4.776
PRT,1998,4.875
PRT,1999,5.069
PRT,2000,6.002
PRT,2001,6.058
PRT,2002,6.329
PRT,2003,6.446
PRT,2004,6.73
PRT,2005,6.848
PRT,2006,5.938
PRT,2007,5.806
PRT,2008,5.994
PRT,2009,6.469
PRT,2010,6.678
PRT,2011,6.282
PRT,2012,5.921
PRT,2013,5.863
PRT,2014,5.774
PRT,2015,5.751
PRT,2016,5.793
PRT,2017,5.698
PRT,2018,5.763
PRT,2019,5.789
PRT,2020,6.807
PRT,2021,7.171
ROU,2003,4.537
ROU,2004,4.075
ROU,2005,4.444
ROU,2006,4.029
ROU,2007,4.107
ROU,2008,4.09
ROU,2009,4.156
ROU,2010,4.608
ROU,2011,3.538
ROU,2012,3.641
ROU,2013,4.123
ROU,2014,3.967
ROU,2015,3.86
ROU,2016,3.919
ROU,2017,4.051
ROU,2018,4.433
ROU,2019,4.618
ROU,2020,5.035
SRB,2010,5.89
SRB,2011,5.634
SRB,2012,5.829
SRB,2013,5.629
SRB,2014,5.429
SRB,2015,5.114
SRB,2016,4.903
SRB,2017,4.736
SRB,2018,5.12
SRB,2019,5.315
SVK,1997,5.175
SVK,1998,5.079
SVK,1999,4.947
SVK,2000,4.728
SVK,2001,4.75
SVK,2002,4.903
SVK,2003,4.783
SVK,2004,5.019
SVK,2005,4.96
SVK,2006,4.794
SVK,2007,4.974
SVK,2008,5.243
SVK,2009,5.841
SVK,2010,5.535
SVK,2011,5.408
SVK,2012,5.46
SVK,2013,5.582
SVK,2014,5.542
SVK,2015,5.407
SVK,2016,5.621
SVK,2017,5.416
SVK,2018,5.369
SVK,2019,5.544
SVK,2020,5.835
SVN,2000,5.689
SVN,2001,5.629
SVN,2002,5.885
SVN,2003,5.898
SVN,2004,5.83
SVN,2005,5.876
SVN,2006,5.721
SVN,2007,5.372
SVN,2008,5.777
SVN,2009,6.241
SVN,2010,6.288
SVN,2011,6.268
SVN,2012,6.271
SVN,2013,6.238
SVN,2014,6.046
SVN,2015,6.116
SVN,2016,6.166
SVN,2017,5.909
SVN,2018,6.029
SVN,2019,6.204
SVN,2020,6.892
ZAF,2000,2.988
ZAF,2001,2.678
ZAF,2002,2.577
ZAF,2003,3.137
ZAF,2004,3.057
ZAF,2005,3.076
ZAF,2006,3.174
ZAF,2007,3.247
ZAF,2008,3.305
ZAF,2009,3.767
ZAF,2010,3.972
ZAF,2011,4.063
ZAF,2012,4.051
ZAF,2013,4.043
ZAF,2014,3.954
ZAF,2015,4.097
ZAF,2016,4.096
ZAF,2017,4.087
ZAF,2018,4.163
ZAF,2019,4.39
KOR,1970,0.234
KOR,1971,0.285
KOR,1972,0.216
KOR,1973,0.189
KOR,1974,0.171
KOR,1975,0.241
KOR,1976,0.211
KOR,1977,0.279
KOR,1978,0.303
KOR,1979,0.534
KOR,1980,0.693
KOR,1981,0.71
KOR,1982,0.849
KOR,1983,0.949
KOR,1984,0.997
KOR,1985,1.07
KOR,1986,0.963
KOR,1987,0.969
KOR,1988,1.097
KOR,1989,1.279
KOR,1990,1.454
KOR,1991,1.305
KOR,1992,1.371
KOR,1993,1.401
KOR,1994,1.409
KOR,1995,1.422
KOR,1996,1.594
KOR,1997,1.688
KOR,1998,1.915
KOR,1999,2.009
KOR,2000,2.1
KOR,2001,2.595
KOR,2002,2.458
KOR,2003,2.594
KOR,2004,2.595
KOR,2005,2.741
KOR,2006,3.028
KOR,2007,3.117
KOR,2008,3.187
KOR,2009,3.521
KOR,2010,3.605
KOR,2011,3.607
KOR,2012,3.626
KOR,2013,3.694
KOR,2014,3.81
KOR,2015,3.919
KOR,2016,4.082
KOR,2017,4.223
KOR,2018,4.517
KOR,2019,4.964
KOR,2020,5.234
KOR,2021,5.685
ESP,1960,0.732846473
ESP,1961,0.7078630705
ESP,1962,0.8077966805
ESP,1963,0.7994688797
ESP,1964,0.9160580913
ESP,1965,1.074286307
ESP,1966,1.190875519
ESP,1967,1.523987552
ESP,1968,1.582282158
ESP,1969,1.782149378
ESP,1970,2.007
ESP,1971,2.271
ESP,1972,2.531
ESP,1973,2.81
ESP,1974,2.891
ESP,1975,3.213
ESP,1976,3.409
ESP,1977,3.702
ESP,1978,3.897
ESP,1979,3.877
ESP,1980,3.961
ESP,1981,4.005
ESP,1982,4.11
ESP,1983,4.536
ESP,1984,4.218
ESP,1985,4.049
ESP,1986,3.97
ESP,1987,4.019
ESP,1988,4.447
ESP,1989,4.472
ESP,1990,4.768
ESP,1991,4.835
ESP,1992,5.124
ESP,1993,5.299
ESP,1994,5.192
ESP,1995,5.064
ESP,1996,5.09
ESP,1997,5.009
ESP,1998,4.956
ESP,1999,4.956
ESP,2000,4.852
ESP,2001,4.808
ESP,2002,4.831
ESP,2003,5.378
ESP,2004,5.464
ESP,2005,5.533
ESP,2006,5.645
ESP,2007,5.725
ESP,2008,6.143
ESP,2009,6.837
ESP,2010,6.789
ESP,2011,6.737
ESP,2012,6.601
ESP,2013,6.438
ESP,2014,6.386
ESP,2015,6.509
ESP,2016,6.405
ESP,2017,6.31
ESP,2018,6.321
ESP,2019,6.454
ESP,2020,7.849
SWE,1880,0.12
SWE,1890,0.16
SWE,1900,0.19
SWE,1910,0.31
SWE,1920,0.25
SWE,1930,0.89
SWE,1960,2.505640194
SWE,1961,2.564596434
SWE,1962,2.623552674
SWE,1963,2.969920583
SWE,1964,3.073094003
SWE,1965,3.264701783
SWE,1966,3.603700162
SWE,1967,3.854264182
SWE,1968,4.244849271
SWE,1969,4.296435981
SWE,1970,4.547
SWE,1971,4.984
SWE,1972,5.073
SWE,1973,5.031
SWE,1974,5.498
SWE,1975,5.769
SWE,1976,6.021
SWE,1977,6.784
SWE,1978,6.841
SWE,1979,6.757
SWE,1980,7.107
SWE,1981,7.142
SWE,1982,7.197
SWE,1983,7.109
SWE,1984,6.942
SWE,1985,6.484
SWE,1986,6.286
SWE,1987,6.359
SWE,1988,6.256
SWE,1989,6.32
SWE,1990,5.692
SWE,1991,5.558
SWE,1992,6.471
SWE,1993,6.693
SWE,1994,6.348
SWE,1995,6.24
SWE,1996,6.456
SWE,1997,6.202
SWE,1998,6.255
SWE,1999,6.291
SWE,2000,6.267
SWE,2001,6.49
SWE,2002,6.779
SWE,2003,6.914
SWE,2004,6.722
SWE,2005,6.708
SWE,2006,6.632
SWE,2007,6.598
SWE,2008,6.772
SWE,2009,7.237
SWE,2010,6.863
SWE,2011,8.8
SWE,2012,9.041
SWE,2013,9.162
SWE,2014,9.199
SWE,2015,9.071
SWE,2016,9.144
SWE,2017,9.136
SWE,2018,9.276
SWE,2019,9.221
SWE,2020,9.877
SWE,2021,9.787
CHE,1880,0
CHE,1890,0
CHE,1900,0
CHE,1920,0.08
CHE,1930,0.26
CHE,1960,1.563291819
CHE,1961,1.625512389
CHE,1962,1.687732959
CHE,1963,1.726620815
CHE,1964,1.734398386
CHE,1965,1.788841385
CHE,1966,2.263273231
CHE,1967,2.379936799
CHE,1968,2.481045226
CHE,1969,2.535488224
CHE,1970,2.57437608
CHE,1971,2.76103779
CHE,1972,2.846591074
CHE,1973,2.978809785
CHE,1974,3.19658178
CHE,1975,3.756566909
CHE,1976,3.82656505
CHE,1977,3.82656505
CHE,1978,3.756566909
CHE,1979,3.772122051
CHE,1980,3.811009908
CHE,1981,3.881008049
CHE,1982,3.974338904
CHE,1983,4.153223042
CHE,1984,4.114335186
CHE,1985,4.07544733
CHE,1986,4.059892187
CHE,1987,3.989894046
CHE,1988,4.122112757
CHE,1989,3.989894046
CHE,1990,4.145445471
CHE,1991,4.184333327
CHE,1992,4.264002826
CHE,1993,4.387171472
CHE,1994,4.55793568
CHE,1995,4.782
CHE,1996,5.067
CHE,1997,5.136
CHE,1998,5.215
CHE,1999,5.337
CHE,2000,5.297
CHE,2001,5.604
CHE,2002,6.005
CHE,2003,6.23
CHE,2004,6.271
CHE,2005,6.308
CHE,2006,5.954
CHE,2007,5.846
CHE,2008,6.026
CHE,2009,6.452
CHE,2010,6.391
CHE,2011,6.493
CHE,2012,6.781
CHE,2013,7.006
CHE,2014,7.016
CHE,2015,7.291
CHE,2016,7.398
CHE,2017,7.563
CHE,2018,7.331
CHE,2019,7.536
CHE,2020,8.221
TUR,1962,0.5192828283
TUR,1963,0.5141414141
TUR,1964,0.5552727273
TUR,1965,0.5655555556
TUR,1966,0.616969697
TUR,1967,0.6272525253
TUR,1968,0.6632424242
TUR,1969,0.7455050505
TUR,1970,0.6581010101
TUR,1971,0.5038585859
TUR,1972,0.3444747475
TUR,1973,0.5192828283
TUR,1974,0.6940909091
TUR,1975,0.8688989899
TUR,1976,0.6786666667
TUR,1977,0.4884343434
TUR,1978,0.4113131313
TUR,1979,0.509
TUR,1980,0.694
TUR,1981,0.276
TUR,1982,0.415
TUR,1983,0.365
TUR,1984,0.891
TUR,1985,0.724
TUR,1986,0.725
TUR,1987,0.699
TUR,1988,1.022
TUR,1989,1.293
TUR,1990,1.466
TUR,1991,1.751
TUR,1992,1.838
TUR,1993,1.788
TUR,1994,1.806
TUR,1995,1.72
TUR,1996,1.959
TUR,1997,2.19
TUR,1998,2.522
TUR,1999,2.674
TUR,2000,2.837
TUR,2001,3.287
TUR,2002,3.542
TUR,2003,3.57
TUR,2004,3.52
TUR,2005,3.315
TUR,2006,3.543
TUR,2007,3.603
TUR,2008,3.793
TUR,2009,4.423
TUR,2010,3.916
TUR,2011,3.682
TUR,2012,3.519
TUR,2013,3.425
TUR,2014,3.357
TUR,2015,3.217
TUR,2016,3.361
TUR,2017,3.248
TUR,2018,3.191
TUR,2019,3.387
TUR,2020,3.641
GBR,1880,0.13
GBR,1890,0.16
GBR,1900,0.29
GBR,1910,0.32
GBR,1920,0.56
GBR,1930,0.64
GBR,1960,2.920350384
GBR,1961,2.972969309
GBR,1962,2.955429668
GBR,1963,2.972969309
GBR,1964,2.964199488
GBR,1965,3.104516624
GBR,1966,3.227294118
GBR,1967,3.393920716
GBR,1968,3.402690537
GBR,1969,3.306222506
GBR,1970,3.429
GBR,1971,3.469
GBR,1972,3.557
GBR,1973,3.476
GBR,1974,4.143
GBR,1975,4.486
GBR,1976,4.487
GBR,1977,4.378
GBR,1978,4.351
GBR,1979,4.252
GBR,1980,4.532
GBR,1981,4.71
GBR,1982,4.498
GBR,1983,4.666
GBR,1984,4.563
GBR,1985,4.428
GBR,1986,4.407
GBR,1987,4.421
GBR,1988,4.331
GBR,1989,4.249
GBR,1990,4.291
GBR,1991,4.586
GBR,1992,4.975
GBR,1993,5.066
GBR,1994,5.091
GBR,1995,4.668
GBR,1996,4.659
GBR,1997,5.135
GBR,1998,5.263
GBR,1999,5.463
GBR,2000,5.476
GBR,2001,5.737
GBR,2002,6.103
GBR,2003,6.316
GBR,2004,6.664
GBR,2005,6.792
GBR,2006,6.996
GBR,2007,6.996
GBR,2008,7.304
GBR,2009,8.091
GBR,2010,8.006
GBR,2011,7.973
GBR,2012,7.957
GBR,2013,7.857
GBR,2014,7.85
GBR,2015,7.779
GBR,2016,7.772
GBR,2017,7.631
GBR,2018,7.658
GBR,2019,7.836
GBR,2020,9.923
GBR,2021,9.898
USA,1880,0.09
USA,1890,0.14
USA,1900,0.17
USA,1910,0.26
USA,1920,0.4
USA,1930,0.34
USA,1960,1.093675182
USA,1961,1.1615
USA,1962,1.178456204
USA,1963,1.220846715
USA,1964,1.220846715
USA,1965,1.23780292
USA,1966,1.492145985
USA,1967,1.992354015
USA,1968,2.119525547
USA,1969,2.170394161
USA,1970,2.323
USA,1971,2.433
USA,1972,2.491
USA,1973,2.538
USA,1974,2.769
USA,1975,2.988
USA,1976,3.049
USA,1977,3.114
USA,1978,3.14
USA,1979,3.217
USA,1980,3.458
USA,1981,3.579
USA,1982,3.822
USA,1983,3.871
USA,1984,3.786
USA,1985,3.832
USA,1986,3.973
USA,1987,4.101
USA,1988,4.125
USA,1989,4.27
USA,1990,4.543
USA,1991,5.001
USA,1992,5.283
USA,1993,5.531
USA,1994,5.689
USA,1995,5.798
USA,1996,6.242
USA,1997,5.717
USA,1998,5.56
USA,1999,5.502
USA,2000,5.543
USA,2001,5.968
USA,2002,6.326
USA,2003,6.523
USA,2004,6.608
USA,2005,6.628
USA,2006,6.781
USA,2007,6.886
USA,2008,7.198
USA,2009,7.833
USA,2010,7.889
USA,2011,7.876
USA,2012,7.853
USA,2013,7.907
USA,2014,13.372
USA,2015,13.664
USA,2016,13.912
USA,2017,13.89
USA,2018,13.796
USA,2019,13.813
USA,2020,15.949
